User ID,Date/Time,Age,Weight,Height,Tiredness,Calm,Nutrition,Hydration,Performance,Positive Emotion,Negative Emotion,Cluster,PCA1,PCA2,Performance_Status,Emotion_Status,Cluster_Stage
SFDuV2wZjjc7R9DPjyEBNwt76Vo1,2023-04-03T22:06:32.735Z,44.0,88.0,180.0,63.0,30.0,71.0,65.0,35.0,53.666666666666664,50.0,0,36.719675325628664,-9.015997773627767,Underperforming,1,Underperforming | 1
SFDuV2wZjjc7R9DPjyEBNwt76Vo1,2023-07-06T15:13:55.982Z,44.0,88.0,180.0,50.0,50.0,50.0,50.0,50.0,73.0,55.0,0,27.59215993986436,-11.183961230451217,Underperforming,1,Underperforming | 1
SFDuV2wZjjc7R9DPjyEBNwt76Vo1,2023-07-07T15:13:55.982Z,44.0,88.0,180.0,50.0,50.0,50.0,50.0,50.0,83.5,16.5,2,6.136662126768911,-23.30622393425459,Normal,1,Normal | 1
SFDuV2wZjjc7R9DPjyEBNwt76Vo1,2023-07-08T15:13:55.982Z,44.0,88.0,180.0,50.0,50.0,50.0,50.0,50.0,11.5,88.5,0,67.4983309445041,9.925934739576277,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-11T20:07:09.371Z,30.0,71.0,166.0,60.0,81.0,41.0,71.0,86.0,70.5,26.0,2,-14.040408167723626,-12.290608821735425,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-11T21:28:10.846Z,30.0,71.0,166.0,65.0,39.0,65.0,85.0,42.0,43.5,68.5,0,38.972800665045796,-3.7772602039893926,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-12T03:03:45.153Z,30.0,71.0,166.0,57.0,37.0,100.0,81.0,41.0,63.0,38.5,2,7.993009565201227,-19.139711713125735,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-12T16:12:40.310Z,30.0,71.0,166.0,82.0,40.0,30.0,40.0,35.0,56.329261779785156,45.51996994018555,0,45.60345118928789,16.207187806121038,Underperforming,1,Underperforming | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-12T21:02:06.856Z,30.0,71.0,166.0,66.0,42.0,86.0,91.0,61.0,66.0,68.0,0,13.099002985642464,-8.107117222359037,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-13T02:00:09.798Z,30.0,71.0,166.0,36.0,60.0,76.0,85.0,70.0,64.5,35.5,2,-6.120579348969059,-30.534852494215883,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-13T13:26:12.971Z,30.0,71.0,166.0,40.0,70.0,75.0,70.0,66.0,73.0,27.0,2,-13.262207730122725,-26.807053248196056,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-13T18:12:18.275Z,30.0,71.0,166.0,66.0,21.0,30.0,40.0,31.0,19.0,81.0,0,87.06816184313905,23.936778461271167,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-14T02:02:12.118Z,30.0,71.0,166.0,70.0,41.0,41.0,61.0,70.0,81.5,18.5,2,3.034784144109537,-6.8588308907448905,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-14T13:30:55.767Z,30.0,71.0,166.0,40.0,56.0,86.0,75.0,61.0,75.0,25.0,2,-11.751125832787224,-30.123327507259305,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-15T02:00:03.377Z,30.0,71.0,166.0,61.0,61.0,75.0,77.0,65.0,68.0,67.0,0,8.73002856579307,-5.856184712564918,Underperforming,1,Underperforming | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-15T03:37:02.433Z,30.0,71.0,166.0,81.0,41.0,60.0,71.0,41.0,33.0,67.0,0,45.80298903315571,13.06593826236072,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-15T13:41:31.613Z,30.0,71.0,166.0,60.0,45.0,81.0,75.0,65.0,66.5,67.0,0,14.767185587504208,-4.6352446791662985,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-15T20:31:27.100Z,30.0,71.0,166.0,31.0,66.0,90.0,80.0,73.0,78.0,22.0,2,-24.974468353115412,-37.64384296899911,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-16T06:23:16.145Z,30.0,71.0,166.0,81.0,71.0,62.0,62.0,58.0,33.0,67.0,0,27.55422567369036,17.947999260094004,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-16T15:08:30.182Z,30.0,71.0,166.0,80.0,35.0,69.0,56.0,40.0,62.0,68.0,0,37.352936201287584,13.239018685925444,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-16T22:09:20.871Z,30.0,71.0,166.0,63.0,44.0,79.0,80.0,70.0,69.0,70.5,0,13.564674798601217,-3.7808759714458944,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-17T13:29:06.936Z,30.0,71.0,166.0,71.0,40.0,72.0,67.0,55.0,63.0,66.0,0,25.70195542008929,4.533299868621565,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-17T20:53:33.387Z,30.0,71.0,166.0,80.0,40.0,70.0,61.0,41.0,30.5,69.5,0,46.92197592805746,17.753669138366803,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-18T16:16:56.713Z,30.0,71.0,166.0,37.0,65.0,45.0,41.0,61.0,66.0,34.0,2,12.746456988677267,-12.990877041973313,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-19T02:00:02.638Z,30.0,71.0,166.0,55.0,76.0,90.0,87.0,41.0,67.0,33.0,2,-10.9405995133951,-26.759867387814396,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-19T16:00:22.268Z,30.0,71.0,166.0,81.0,32.0,64.0,73.0,34.0,27.5,72.5,0,55.199587657665745,14.074893696455554,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-19T21:39:59.934Z,30.0,71.0,166.0,40.0,61.0,75.0,67.0,53.0,62.0,38.0,2,5.307668324095403,-21.955194465938312,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-20T02:16:05.349Z,30.0,71.0,166.0,41.0,65.0,100.0,81.0,66.0,78.5,21.5,2,-26.50340537082039,-33.634627961916294,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-20T13:30:27.810Z,30.0,71.0,166.0,46.0,71.0,81.0,71.0,66.0,68.0,32.0,2,-11.946019436946898,-21.578916645379707,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-20T21:00:01.167Z,30.0,71.0,166.0,82.0,69.0,80.0,72.0,76.0,72.0,28.0,1,-19.39085914930351,-1.2709722730551576,Overperforming,1,Overperforming | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-21T05:43:12.697Z,30.0,71.0,166.0,85.0,63.0,83.0,42.0,59.0,62.0,67.0,0,15.466879112061186,23.078510999030662,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-21T13:19:41.034Z,30.0,71.0,166.0,56.0,71.0,85.0,80.0,71.0,71.5,28.5,2,-20.249308400793268,-20.51546794867781,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-21T18:48:23.668Z,30.0,71.0,166.0,56.0,46.0,61.0,60.0,58.0,67.0,60.0,0,23.439670649877215,-3.251784518416464,Underperforming,1,Underperforming | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-22T02:00:14.518Z,30.0,71.0,166.0,81.0,61.0,71.0,67.0,55.0,69.0,70.0,0,15.716998106870477,9.214920384027835,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-22T13:35:48.463Z,30.0,71.0,166.0,80.0,41.0,71.0,80.0,40.0,31.0,69.0,0,42.383197622137686,9.244254810724577,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-22T20:05:38.332Z,30.0,71.0,166.0,56.0,61.0,41.0,41.0,45.0,36.5,63.5,0,45.94974321597546,9.59127997476607,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-23T01:51:23.335Z,30.0,71.0,166.0,60.0,64.0,85.0,81.0,62.0,71.5,28.5,2,-14.307101859910688,-19.60943981320608,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-23T13:31:57.213Z,30.0,71.0,166.0,41.0,71.0,71.0,64.0,66.0,63.5,36.5,2,-3.111373728999837,-19.269370477183685,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-23T21:28:04.401Z,30.0,71.0,166.0,31.0,59.0,90.0,94.0,63.0,71.0,29.0,2,-15.064535397507342,-41.5053179984352,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-24T13:35:49.706Z,30.0,71.0,166.0,38.0,41.0,71.0,74.0,62.0,64.5,35.5,2,8.88689687043528,-24.896427183832564,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-25T16:26:02.523Z,30.0,71.0,166.0,60.0,40.0,38.0,39.0,39.0,35.5,64.5,0,59.462202517841035,13.392302133826707,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-26T02:00:16.843Z,30.0,71.0,166.0,31.0,66.0,58.0,68.0,60.0,65.5,34.5,2,3.636994430406318,-28.14318515147294,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-26T17:39:47.048Z,30.0,71.0,166.0,40.0,61.0,53.0,63.0,53.0,60.5,39.5,2,14.916594141499772,-19.178383244824715,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-27T01:59:41.392Z,30.0,71.0,166.0,67.0,40.0,72.0,71.0,62.0,63.0,37.0,0,9.639192131930919,-5.99568554975049,Underperforming,1,Underperforming | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-27T13:25:45.775Z,30.0,71.0,166.0,38.0,61.0,79.0,73.0,61.0,66.0,34.0,2,-3.412228120611772,-26.39998247001121,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-27T22:00:19.146Z,30.0,71.0,166.0,71.0,55.0,80.0,81.0,76.0,73.0,77.0,0,6.979697956670655,1.6903043965059155,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-28T02:00:11.996Z,30.0,71.0,166.0,60.0,61.0,91.0,91.0,70.0,65.5,34.5,2,-14.726616652815594,-19.863873465590252,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-28T13:13:41.276Z,30.0,71.0,166.0,30.0,69.0,82.0,82.0,71.0,71.0,29.0,2,-17.217404970314476,-36.142584284121796,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-28T20:45:56.988Z,30.0,71.0,166.0,61.0,71.0,91.0,70.0,61.0,58.0,65.0,0,4.771758012350631,-2.7342241077942404,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-29T13:21:21.419Z,30.0,71.0,166.0,40.0,47.0,80.0,81.0,47.0,62.0,38.0,2,9.195136250840314,-28.211600673472823,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-30T02:27:36.406Z,30.0,71.0,166.0,34.0,55.0,86.0,68.0,63.0,74.5,25.5,2,-9.990815865407214,-30.075093318447273,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-30T03:35:37.672Z,30.0,71.0,166.0,51.0,61.0,91.0,80.0,60.0,66.0,34.0,2,-9.074095113659794,-22.152253407115936,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-30T13:22:17.670Z,30.0,71.0,166.0,40.0,72.0,80.0,72.0,58.0,71.5,28.5,2,-12.114437748260684,-28.330889336798066,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-30T22:28:43.653Z,30.0,71.0,166.0,61.0,45.0,70.0,71.0,52.0,37.5,62.5,0,33.672506071576656,0.5940107367948855,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-31T02:00:10.071Z,30.0,71.0,166.0,81.0,50.0,60.0,61.0,80.0,72.0,28.0,1,-3.392825982041984,4.659062342602105,Overperforming,1,Overperforming | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-31T13:16:46.413Z,30.0,71.0,166.0,40.0,55.0,80.0,67.0,62.0,66.0,34.0,2,-0.38476622143734573,-22.27242258662565,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-03-31T22:00:40.692Z,30.0,71.0,166.0,39.0,65.0,88.0,71.0,64.0,78.0,22.0,2,-19.21963002137322,-30.410011493422687,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-01T03:54:35.846Z,30.0,71.0,166.0,82.0,40.0,60.0,58.0,56.0,36.0,64.0,0,40.81088186118693,20.051306464608896,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-01T15:20:48.979Z,30.0,71.0,166.0,72.0,39.0,64.0,56.0,43.0,35.0,65.0,0,46.17669210726551,13.584626014645348,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-02T00:57:39.834Z,30.0,71.0,166.0,41.0,81.0,81.0,64.0,69.0,82.5,17.5,2,-28.221608092692605,-28.2439549992111,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-02T02:00:15.013Z,30.0,71.0,166.0,43.0,62.0,67.0,58.0,59.0,68.0,32.0,2,1.978423822280675,-18.173540950783,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-02T16:52:08.541Z,30.0,71.0,166.0,40.0,63.0,56.0,66.0,60.0,67.0,33.0,2,4.382818736745193,-22.562899375984117,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-03T00:32:58.459Z,30.0,71.0,166.0,64.0,46.0,63.0,57.0,46.0,38.0,62.0,0,39.942121319176636,7.242275886563693,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-03T13:17:16.217Z,30.0,71.0,166.0,45.0,71.0,80.0,70.0,61.0,60.5,39.5,2,-3.1897751594434283,-18.998480715653045,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-03T20:12:20.607Z,30.0,71.0,166.0,32.0,66.0,41.0,41.0,60.0,65.0,35.0,2,15.096046564155088,-15.569160939065043,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-04T13:19:32.534Z,30.0,71.0,166.0,56.0,44.0,78.0,70.0,52.0,53.0,66.0,0,27.045438713281328,-4.206246108576799,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-05T00:06:58.076Z,30.0,71.0,166.0,64.0,40.0,38.0,40.0,42.0,36.5,63.5,0,57.17840586062232,15.282205719838071,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-05T02:01:04.805Z,30.0,71.0,166.0,59.0,48.0,78.0,72.0,66.0,64.0,36.0,2,1.9070042055752765,-11.43715916657684,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-05T13:37:41.515Z,30.0,71.0,166.0,42.0,61.0,83.0,91.0,69.0,69.0,31.0,2,-13.856793757682183,-31.97969340546439,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-05T22:23:22.647Z,30.0,71.0,166.0,36.0,69.0,94.0,88.0,63.0,66.5,33.5,2,-16.059502256913774,-34.510418115687344,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-06T16:00:11.281Z,30.0,71.0,166.0,75.0,36.0,62.0,39.0,45.0,31.5,68.5,0,53.62832958141399,24.638857183454363,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-06T20:20:29.336Z,30.0,71.0,166.0,43.0,57.0,91.0,94.0,59.0,64.0,36.0,2,-7.6303113526159905,-31.794364943827063,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-07T02:00:13.501Z,30.0,71.0,166.0,63.0,55.0,90.0,73.0,58.0,32.0,68.0,0,24.46596148794537,3.513019788226103,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-07T14:07:01.551Z,30.0,71.0,166.0,36.0,70.0,85.0,83.0,67.0,70.0,30.0,2,-16.851626587233213,-33.30029029345364,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-08T04:31:15.828Z,30.0,71.0,166.0,58.0,40.0,64.0,57.0,45.0,42.5,57.5,0,39.017571693762264,1.7861544694510911,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-08T16:36:16.310Z,30.0,71.0,166.0,58.0,38.0,44.0,41.0,45.0,60.0,60.0,0,43.89046317505502,6.14411113293486,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-08T22:37:30.656Z,30.0,71.0,166.0,39.0,89.0,87.0,75.0,68.0,70.5,29.5,2,-25.278138456881024,-29.173030000290012,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-09T02:00:03.191Z,30.0,71.0,166.0,46.0,81.0,93.0,73.0,61.0,70.5,29.5,2,-21.21214799963886,-25.006561414826386,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-09T15:22:11.088Z,30.0,71.0,166.0,65.0,63.0,76.0,78.0,58.0,63.0,67.0,0,11.67141430036856,-4.089253394369948,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-10T13:18:12.002Z,30.0,71.0,166.0,37.0,62.0,82.0,80.0,64.0,66.0,34.0,2,-7.2710344853814775,-29.610288718202085,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-10T21:31:02.370Z,30.0,71.0,166.0,31.0,68.0,83.0,71.0,70.0,65.5,34.5,2,-9.983213117592328,-28.469790159631202,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-11T02:00:24.261Z,30.0,71.0,166.0,35.0,63.0,88.0,72.0,67.0,69.5,30.5,2,-12.19200705141472,-28.704070847305175,Normal,1,Normal | 1
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-11T16:12:21.743Z,30.0,71.0,166.0,71.0,36.0,38.0,39.0,39.0,33.5,66.5,0,62.47425828766134,20.917118895741595,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-11T19:35:32.203Z,30.0,71.0,166.0,58.0,57.0,82.0,73.0,61.0,62.0,62.0,0,10.620140477301895,-6.521848114658013,Underperforming,0,Underperforming | 0
SGjdbo6MyeZAYsadsjuVQ7g2CoF3,2023-04-12T02:03:36.088Z,30.0,71.0,166.0,43.0,64.0,75.0,72.0,62.0,63.5,36.5,2,-1.6027511714513167,-21.830638040976282,Normal,1,Normal | 1
SHB1KJrDtQMxBaRpDaf8QCfpmjU2,2023-04-24T22:46:44.989Z,27.0,57.0,159.0,50.0,85.0,96.0,87.0,91.0,75.33333333333333,12.0,2,-50.73523998545443,-23.710699488345618,Normal,1,Normal | 1
TEV3xUso9WZ2XouAj3U9zR3d5lD2,2023-05-17T07:57:16.616Z,24.0,86.0,165.0,40.0,27.0,65.0,62.0,68.0,64.0,43.25,0,26.099095902929086,-23.076284247643464,Underperforming,1,Underperforming | 1
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-06-14T15:39:23.345Z,35.0,63.0,154.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,28.07434329709679,4.7910539538107635,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-05T09:03:19.626Z,35.0,63.0,154.0,57.75,61.5,53.0,57.25,56.5,50.0,50.0,0,17.92047820022634,6.596326172217861,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-06T09:03:19.626Z,35.0,63.0,154.0,58.0,51.333333333333336,53.666666666666664,54.666666666666664,44.666666666666664,50.0,50.0,0,26.89367381286526,6.55620023971699,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-07T09:03:19.626Z,35.0,63.0,154.0,54.333333333333336,52.333333333333336,47.666666666666664,45.333333333333336,58.666666666666664,50.0,50.0,0,25.476187224040302,10.511960454093764,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-08T09:03:19.626Z,35.0,63.0,154.0,54.666666666666664,61.0,60.333333333333336,50.333333333333336,63.333333333333336,50.0,50.0,0,14.652411093012915,8.641843788929332,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-09T09:03:19.626Z,35.0,63.0,154.0,48.0,44.666666666666664,55.0,55.0,55.333333333333336,56.5,72.55555555555556,0,33.358288645064476,7.007202962286247,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-10T09:03:19.626Z,35.0,63.0,154.0,54.666666666666664,72.0,63.333333333333336,58.0,60.333333333333336,64.5,41.166666666666664,1,-1.4734156313939621,-0.850640224274251,Overperforming,1,Overperforming | 1
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-11T09:03:19.626Z,35.0,63.0,154.0,59.0,54.0,54.666666666666664,57.333333333333336,71.0,73.3888888888889,52.833333333333336,0,7.191130702649268,5.781253209367527,Underperforming,1,Underperforming | 1
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-12T09:03:19.626Z,35.0,63.0,154.0,43.0,66.0,63.333333333333336,67.33333333333333,67.0,59.833333333333336,56.166666666666664,2,6.0609782880520555,-5.503196551119892,Normal,1,Normal | 1
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-13T09:03:19.626Z,35.0,63.0,154.0,70.5,68.0,68.5,67.5,69.0,50.0,50.0,1,2.747980657161591,10.94842037746115,Overperforming,0,Overperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-14T11:34:37.049Z,35.0,63.0,154.0,49.5,73.0,50.0,71.5,74.5,50.0,50.0,2,5.027981262148629,-2.0886177934676127,Normal,0,Normal | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-15T09:03:19.626Z,35.0,63.0,154.0,57.666666666666664,70.33333333333333,43.0,57.333333333333336,46.666666666666664,67.16666666666667,79.0,0,26.946961730190104,8.886800300662141,Underperforming,0,Underperforming | 0
Tq1qAaaguzTssCCAjqCQREQW2f12,2023-07-16T09:03:19.626Z,35.0,63.0,154.0,68.75,63.25,51.75,64.5,53.75,61.0,65.75,0,19.26993285988239,11.336751072014735,Underperforming,0,Underperforming | 0
UISSeKxpvaYb0nxTHLuJp6YK1Kv2,2023-07-18T14:02:14.550Z,17.0,76.0,182.0,26.0,66.0,50.0,40.0,65.0,76.71052551269531,28.888809204101562,2,10.126225119196114,-32.11578585503429,Normal,1,Normal | 1
UISSeKxpvaYb0nxTHLuJp6YK1Kv2,2023-07-20T14:00:52.467Z,17.0,76.0,182.0,16.0,79.0,46.0,61.0,65.0,53.0,47.0,2,19.812659537759394,-37.91637736028025,Normal,1,Normal | 1
UISSeKxpvaYb0nxTHLuJp6YK1Kv2,2023-07-21T14:58:01.330Z,17.0,76.0,182.0,44.0,51.5,68.5,68.0,71.0,78.0,68.5,2,19.01993150270136,-22.225983055374456,Normal,1,Normal | 1
UISSeKxpvaYb0nxTHLuJp6YK1Kv2,2023-07-25T07:00:03.877Z,17.0,76.0,182.0,70.0,70.0,28.0,41.0,57.0,62.0,14.0,0,16.065078995087404,-8.78052477282995,Underperforming,1,Underperforming | 1
UISSeKxpvaYb0nxTHLuJp6YK1Kv2,2023-08-09T12:49:25.549Z,17.0,76.0,182.0,75.0,72.0,84.0,77.0,93.0,57.333333333333336,22.0,2,-18.627215872076178,-13.87561050543787,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-07-18T17:53:10.062Z,16.0,106.0,189.0,74.0,50.0,50.0,50.0,50.0,16.0,78.0,0,73.5160386019042,0.8157316309188261,Underperforming,0,Underperforming | 0
UJaeGlLH5ieH3GYABLTpRccRB893,2023-07-18T22:47:19.691Z,16.0,106.0,189.0,12.0,90.0,89.0,76.0,76.0,75.33333333333333,24.66666666666667,2,-17.161634416034218,-70.91931775873805,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-07-20T15:00:11.966Z,16.0,106.0,189.0,71.0,84.0,40.0,50.0,88.0,72.75,27.25,2,2.818404881308524,-21.374869832568145,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-07-26T17:25:20.912Z,16.0,106.0,189.0,26.0,64.0,70.0,40.0,69.0,73.74642944335938,27.60797119140625,2,11.692245026495087,-45.863117831207504,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-07-29T15:06:44.171Z,16.0,106.0,189.0,10.0,70.0,62.0,26.0,50.0,62.176429748535156,44.22140121459961,2,34.07070025442149,-45.553265167651716,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-08-01T15:00:10.402Z,16.0,106.0,189.0,74.0,82.0,30.0,25.0,70.0,78.66666666666667,21.33333333333333,2,13.244207118343184,-14.139290865684842,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-08-02T21:55:24.671Z,16.0,106.0,189.0,61.0,74.0,56.0,63.0,61.0,69.0,31.0,2,12.46822481872232,-34.79753807377807,Normal,1,Normal | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-09-15T11:28:35.677Z,16.0,106.0,189.0,74.0,40.0,66.0,65.0,40.0,51.52286911010742,50.02320861816406,0,46.19208383730809,-21.27511694681126,Underperforming,1,Underperforming | 1
UJaeGlLH5ieH3GYABLTpRccRB893,2023-09-19T23:00:28.473Z,16.0,106.0,189.0,96.0,91.0,81.0,62.0,90.0,64.5,35.5,2,-11.39957320154953,-8.84328160426547,Normal,1,Normal | 1
